Match Number,Round Number,Date,Location,Home Team,Away Team,Result
176,20,01/02/2025 18:00,Stade Louis II,Monaco,AJ Auxerre,4 - 2
174,20,01/02/2025 20:05,Decathlon Arena Pierre Mauroy Stadium,Lille,AS Saint-Étienne,4 - 1
180,20,02/02/2025 14:00,Stadium Municipal,Toulouse FC,Nice,1 - 1
172,20,02/02/2025 16:15,Stade Raymond Kopa,Angers SCO,Havre Athletic Club,1 - 1
178,20,02/02/2025 16:15,Stade Auguste Delaune,Stade DE Reims,FC Nantes,1 - 2
179,20,02/02/2025 16:15,Roazhon Park,Stade Rennais FC,RC Strasbourg Alsace,1 - 0
175,20,02/02/2025 19:45,Orange Vélodrome,Olympique de Marseille,Lyon,3 - 2
185,21,07/02/2025 18:00,Stade de la Beaujoire,FC Nantes,Brest,0 - 2
187,21,07/02/2025 20:05,Parc des Princes,PSG,Monaco,4 - 1
186,21,08/02/2025 16:00,Allianz Riviera,Nice,RC Lens,2 - 0
183,21,08/02/2025 18:00,Decathlon Arena Pierre Mauroy Stadium,Lille,Havre Athletic Club,1 - 2
188,21,08/02/2025 20:05,Stade Geoffroy-Guichard,AS Saint-Étienne,Stade Rennais FC,0 - 2
184,21,09/02/2025 14:00,Groupama Stadium,Lyon,Stade DE Reims,4 - 0
182,21,09/02/2025 16:15,Stade de l'Abbé-Deschamps,AJ Auxerre,Toulouse FC,2 - 2
189,21,09/02/2025 16:15,Stade de la Meinau,RC Strasbourg Alsace,Montpellier Hérault SC,2 - 0
181,21,09/02/2025 19:45,Stade Raymond Kopa,Angers SCO,Olympique de Marseille,0 - 2
190,22,14/02/2025 19:45,Stade Francis-Le Blé,Brest,AJ Auxerre,2 - 2
193,22,15/02/2025 16:00,Orange Vélodrome,Olympique de Marseille,AS Saint-Étienne,5 - 1
194,22,15/02/2025 18:00,Stade Louis II,Monaco,FC Nantes,7 - 1
198,22,15/02/2025 20:05,Stadium Municipal,Toulouse FC,PSG,0 - 1
195,22,16/02/2025 14:00,Stade de la Mosson,Montpellier Hérault SC,Lyon,1 - 4
191,22,16/02/2025 16:15,Stade Océane,Havre Athletic Club,Nice,1 - 3
192,22,16/02/2025 16:15,Stade Bollaert-Delelis,RC Lens,RC Strasbourg Alsace,0 - 2
196,22,16/02/2025 16:15,Stade Auguste Delaune,Stade DE Reims,Angers SCO,0 - 1
197,22,16/02/2025 19:45,Roazhon Park,Stade Rennais FC,Lille,0 - 2
205,23,21/02/2025 19:45,Roazhon Park,Stade Rennais FC,Stade DE Reims,1 - 0
201,23,22/02/2025 16:00,Decathlon Arena Pierre Mauroy Stadium,Lille,Monaco,2 - 1
206,23,22/02/2025 18:00,Stade Geoffroy-Guichard,AS Saint-Étienne,Angers SCO,3 - 3
199,23,22/02/2025 20:05,Stade de l'Abbé-Deschamps,AJ Auxerre,Olympique de Marseille,3 - 0
203,23,23/02/2025 14:00,Stade de la Beaujoire,FC Nantes,RC Lens,3 - 1
200,23,23/02/2025 16:15,Stade Océane,Havre Athletic Club,Toulouse FC,1 - 4
204,23,23/02/2025 16:15,Allianz Riviera,Nice,Montpellier Hérault SC,2 - 0
207,23,23/02/2025 16:15,Stade de la Meinau,RC Strasbourg Alsace,Brest,0 - 0
202,23,23/02/2025 19:45,Groupama Stadium,Lyon,PSG,2 - 3
213,24,28/02/2025 19:45,Stade Louis II,Monaco,Stade DE Reims,3 - 0
216,24,01/03/2025 16:00,Stade Geoffroy-Guichard,AS Saint-Étienne,Nice,1 - 3
210,24,01/03/2025 18:00,Stade Bollaert-Delelis,RC Lens,Havre Athletic Club,3 - 4
215,24,01/03/2025 20:05,Parc des Princes,PSG,Lille,4 - 1
211,24,02/03/2025 14:00,Groupama Stadium,Lyon,Brest,2 - 1
208,24,02/03/2025 16:15,Stade Raymond Kopa,Angers SCO,Toulouse FC,0 - 4
209,24,02/03/2025 16:15,Stade de l'Abbé-Deschamps,AJ Auxerre,RC Strasbourg Alsace,0 - 1
214,24,02/03/2025 16:15,Stade de la Mosson,Montpellier Hérault SC,Stade Rennais FC,0 - 4
212,24,02/03/2025 19:45,Orange Vélodrome,Olympique de Marseille,FC Nantes,2 - 0
225,25,07/03/2025 19:45,Stadium Municipal,Toulouse FC,Monaco,1 - 1
224,25,08/03/2025 16:00,Roazhon Park,Stade Rennais FC,PSG,1 - 4
219,25,08/03/2025 18:00,Decathlon Arena Pierre Mauroy Stadium,Lille,Montpellier Hérault SC,1 - 0
220,25,08/03/2025 20:05,Orange Vélodrome,Olympique de Marseille,RC Lens,0 - 1
217,25,09/03/2025 14:00,Stade Francis-Le Blé,Brest,Angers SCO,2 - 0
218,25,09/03/2025 16:15,Stade Océane,Havre Athletic Club,AS Saint-Étienne,1 - 1
221,25,09/03/2025 16:15,Stade de la Beaujoire,FC Nantes,RC Strasbourg Alsace,0 - 1
223,25,09/03/2025 16:15,Stade Auguste Delaune,Stade DE Reims,AJ Auxerre,0 - 2
222,25,09/03/2025 19:45,Allianz Riviera,Nice,Lyon,0 - 2
232,26,14/03/2025 19:45,Allianz Riviera,Nice,AJ Auxerre,1 - 1
231,26,15/03/2025 16:00,Stade de la Beaujoire,FC Nantes,Lille,1 - 0
226,26,15/03/2025 18:00,Stade Raymond Kopa,Angers SCO,Monaco,0 - 2
228,26,15/03/2025 20:05,Stade Bollaert-Delelis,RC Lens,Stade Rennais FC,1 - 0
229,26,16/03/2025 14:00,Groupama Stadium,Lyon,Havre Athletic Club,4 - 2
227,26,16/03/2025 16:15,Stade Francis-Le Blé,Brest,Stade DE Reims,0 - 0
230,26,16/03/2025 16:15,Stade de la Mosson,Montpellier Hérault SC,AS Saint-Étienne,
234,26,16/03/2025 16:15,Stade de la Meinau,RC Strasbourg Alsace,Toulouse FC,2 - 1
233,26,16/03/2025 19:45,Parc des Princes,PSG,Olympique de Marseille,3 - 1
242,27,28/03/2025 19:45,Stade de la Meinau,RC Strasbourg Alsace,Lyon,4 - 2
240,27,29/03/2025 16:00,Stade Auguste Delaune,Stade DE Reims,Olympique de Marseille,3 - 1
241,27,29/03/2025 18:00,Stade Geoffroy-Guichard,AS Saint-Étienne,PSG,1 - 6
239,27,29/03/2025 20:05,Stade Louis II,Monaco,Nice,2 - 1
243,27,30/03/2025 13:00,Stadium Municipal,Toulouse FC,Brest,2 - 4
235,27,30/03/2025 15:15,Stade Raymond Kopa,Angers SCO,Stade Rennais FC,0 - 3
236,27,30/03/2025 15:15,Stade de l'Abbé-Deschamps,AJ Auxerre,Montpellier Hérault SC,1 - 0
237,27,30/03/2025 15:15,Stade Océane,Havre Athletic Club,FC Nantes,3 - 2
238,27,30/03/2025 18:45,Decathlon Arena Pierre Mauroy Stadium,Lille,RC Lens,1 - 0
249,28,04/04/2025 18:45,Allianz Riviera,Nice,FC Nantes,1 - 2
250,28,05/04/2025 15:00,Parc des Princes,PSG,Angers SCO,1 - 0
244,28,05/04/2025 17:00,Stade Francis-Le Blé,Brest,Monaco,2 - 1
246,28,05/04/2025 19:05,Groupama Stadium,Lyon,Lille,2 - 1
245,28,06/04/2025 13:00,Stade Bollaert-Delelis,RC Lens,AS Saint-Étienne,1 - 0
248,28,06/04/2025 15:15,Stade de la Mosson,Montpellier Hérault SC,Havre Athletic Club,0 - 2
251,28,06/04/2025 15:15,Stade Auguste Delaune,Stade DE Reims,RC Strasbourg Alsace,0 - 1
252,28,06/04/2025 15:15,Roazhon Park,Stade Rennais FC,AJ Auxerre,0 - 1
247,28,06/04/2025 18:45,Orange Vélodrome,Olympique de Marseille,Toulouse FC,3 - 2
256,29,11/04/2025 18:45,Stade Bollaert-Delelis,RC Lens,Stade DE Reims,0 - 2
257,29,12/04/2025 15:00,Stade Louis II,Monaco,Olympique de Marseille,3 - 0
261,29,12/04/2025 17:00,Stadium Municipal,Toulouse FC,Lille,1 - 2
260,29,12/04/2025 19:05,Stade de la Meinau,RC Strasbourg Alsace,Nice,2 - 2
259,29,13/04/2025 13:00,Stade Geoffroy-Guichard,AS Saint-Étienne,Brest,3 - 3
253,29,13/04/2025 15:15,Stade Raymond Kopa,Angers SCO,Montpellier Hérault SC,2 - 0
255,29,13/04/2025 15:15,Stade Océane,Havre Athletic Club,Stade Rennais FC,1 - 5
254,29,13/04/2025 18:45,Stade de l'Abbé-Deschamps,AJ Auxerre,Lyon,1 - 3
258,29,22/04/2025 18:45,Stade de la Beaujoire,FC Nantes,PSG,
269,30,18/04/2025 18:45,Roazhon Park,Stade Rennais FC,FC Nantes,
267,30,19/04/2025 15:00,Parc des Princes,PSG,Havre Athletic Club,
265,30,19/04/2025 17:00,Stade Louis II,Monaco,RC Strasbourg Alsace,
264,30,19/04/2025 19:05,Orange Vélodrome,Olympique de Marseille,Montpellier Hérault SC,
263,30,20/04/2025 13:00,Decathlon Arena Pierre Mauroy Stadium,Lille,AJ Auxerre,
262,30,20/04/2025 15:15,Stade Francis-Le Blé,Brest,RC Lens,
266,30,20/04/2025 15:15,Allianz Riviera,Nice,Angers SCO,
268,30,20/04/2025 15:15,Stade Auguste Delaune,Stade DE Reims,Toulouse FC,
270,30,20/04/2025 18:45,Stade Geoffroy-Guichard,AS Saint-Étienne,Lyon,
278,31,25/04/2025 18:45,Parc des Princes,PSG,Nice,
279,31,26/04/2025 15:00,Stade de la Meinau,RC Strasbourg Alsace,AS Saint-Étienne,
272,31,26/04/2025 17:00,Stade Océane,Havre Athletic Club,Monaco,
274,31,26/04/2025 19:05,Groupama Stadium,Lyon,Stade Rennais FC,
271,31,27/04/2025 13:00,Stade Raymond Kopa,Angers SCO,Lille,
273,31,27/04/2025 15:15,Stade Bollaert-Delelis,RC Lens,AJ Auxerre,
276,31,27/04/2025 15:15,Stade de la Mosson,Montpellier Hérault SC,Stade DE Reims,
277,31,27/04/2025 15:15,Stade de la Beaujoire,FC Nantes,Toulouse FC,
275,31,27/04/2025 18:45,Orange Vélodrome,Olympique de Marseille,Brest,
280,32,03/05/2025 22:00,Stade de l'Abbé-Deschamps,AJ Auxerre,Havre Athletic Club,
281,32,03/05/2025 22:00,Stade Francis-Le Blé,Brest,Montpellier Hérault SC,
282,32,03/05/2025 22:00,Decathlon Arena Pierre Mauroy Stadium,Lille,Olympique de Marseille,
283,32,03/05/2025 22:00,Groupama Stadium,Lyon,RC Lens,
284,32,03/05/2025 22:00,Stade de la Beaujoire,FC Nantes,Angers SCO,
285,32,03/05/2025 22:00,Allianz Riviera,Nice,Stade DE Reims,
286,32,03/05/2025 22:00,Stade Geoffroy-Guichard,AS Saint-Étienne,Monaco,
287,32,03/05/2025 22:00,Stade de la Meinau,RC Strasbourg Alsace,PSG,
288,32,03/05/2025 22:00,Stadium Municipal,Toulouse FC,Stade Rennais FC,
289,33,10/05/2025 19:00,Stade Raymond Kopa,Angers SCO,RC Strasbourg Alsace,
290,33,10/05/2025 19:00,Stade de l'Abbé-Deschamps,AJ Auxerre,FC Nantes,
291,33,10/05/2025 19:00,Stade Francis-Le Blé,Brest,Lille,
292,33,10/05/2025 19:00,Stade Océane,Havre Athletic Club,Olympique de Marseille,
293,33,10/05/2025 19:00,Stade Louis II,Monaco,Lyon,
294,33,10/05/2025 19:00,Stade de la Mosson,Montpellier Hérault SC,PSG,
295,33,10/05/2025 19:00,Stade Auguste Delaune,Stade DE Reims,AS Saint-Étienne,
297,33,10/05/2025 19:00,Stadium Municipal,Toulouse FC,RC Lens,
296,33,10/05/2025 22:00,Roazhon Park,Stade Rennais FC,Nice,
298,34,17/05/2025 19:00,Stade Bollaert-Delelis,RC Lens,Monaco,
299,34,17/05/2025 19:00,Decathlon Arena Pierre Mauroy Stadium,Lille,Stade DE Reims,
300,34,17/05/2025 19:00,Groupama Stadium,Lyon,Angers SCO,
301,34,17/05/2025 19:00,Orange Vélodrome,Olympique de Marseille,Stade Rennais FC,
302,34,17/05/2025 19:00,Stade de la Beaujoire,FC Nantes,Montpellier Hérault SC,
303,34,17/05/2025 19:00,Allianz Riviera,Nice,Brest,
304,34,17/05/2025 19:00,Parc des Princes,PSG,AJ Auxerre,
305,34,17/05/2025 19:00,Stade Geoffroy-Guichard,AS Saint-Étienne,Toulouse FC,
306,34,17/05/2025 19:00,Stade de la Meinau,RC Strasbourg Alsace,Havre Athletic Club,
